# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/scratch/hodgskiss/Cu_Project/featurecounts/GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-o" "./featurecounts/cu_counts.txt" "/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam
gene1054	CP007536.1	842464	843156	+	693	1091	1518	1320	2651	1967	997	1558	1361	1058	527
gene1055	CP007536.1	843173	844633	+	1461	49	54	42	120	70	36	45	45	22	16
gene1056	CP007536.1	844626	845096	+	471	18	27	24	68	37	22	21	19	18	7
gene1057	CP007536.1	845118	845654	+	537	19	24	22	46	40	31	19	27	32	20
gene1058	CP007536.1	845661	846365	+	705	31	35	33	76	40	44	61	41	31	18
gene1059	CP007536.1	846393	847895	+	1503	48	57	41	109	60	42	49	42	37	25
gene1060	CP007536.1	848011	848295	+	285	11	28	15	28	26	21	38	24	19	10
gene1061	CP007536.1	848292	848582	+	291	50	73	66	121	63	48	59	49	31	32
gene1062	CP007536.1	848575	849339	+	765	121	145	132	265	168	91	136	141	109	52
gene1063	CP007536.1	849356	850177	+	822	39	52	40	93	61	39	47	39	41	20
gene1064	CP007536.1	850149	850742	+	594	16	12	9	38	26	209	59	70	38	31
gene1065	CP007536.1	850767	851618	-	852	59	80	60	135	98	92	63	123	120	118
gene1066	CP007536.1	851668	851919	+	252	7	5	4	8	6	4	4	3	6	2
gene1067	CP007536.1	851945	852685	-	741	22	17	29	35	25	22	19	33	23	12
gene1068	CP007536.1	852755	853771	+	1017	85	126	92	171	165	128	142	129	107	50
gene1069	CP007536.1	853865	854251	-	387	31	33	27	59	56	96	80	90	103	68
gene1070	CP007536.1	854454	854903	+	450	91	115	89	167	138	169	167	173	159	114
gene1071	CP007536.1	854900	856858	-	1959	461	514	395	928	728	731	536	746	675	512
gene1072	CP007536.1	856877	857806	-	930	80	115	94	193	187	290	226	242	212	155
gene1073	CP007536.1	857975	858226	+	252	35	35	28	61	50	66	65	101	81	56
gene1074	CP007536.1	858223	858447	-	225	32	57	39	85	60	171	166	153	155	85
gene1075	CP007536.1	858509	859285	+	777	104	146	97	206	184	278	220	210	166	148
gene1076	CP007536.1	859314	859565	+	252	200	287	208	544	377	718	525	665	663	474
gene1077	CP007536.1	859574	860356	+	783	232	207	156	319	279	425	348	436	402	354
gene1078	CP007536.1	860365	860904	-	540	63	61	50	133	99	117	117	145	132	96
gene1079	CP007536.1	860895	861509	-	615	150	159	125	246	263	292	226	260	262	203
gene1080	CP007536.1	861514	863643	-	2130	485	622	473	1097	940	1739	1295	1310	1074	744
gene1081	CP007536.1	863779	863958	+	180	4	3	2	15	7	9	8	10	10	10
gene1082	CP007536.1	863915	864184	-	270	19	17	11	29	24	34	38	57	31	34
gene1083	CP007536.1	864217	865353	-	1137	10	15	10	22	17	11	9	13	12	14
gene1084	CP007536.1	865442	865678	+	237	23	52	37	69	63	44	44	39	33	38
gene1085	CP007536.1	865678	866091	+	414	98	153	108	275	171	133	127	140	155	97
gene1086	CP007536.1	866091	866384	+	294	60	75	59	114	84	65	54	57	54	39
gene1087	CP007536.1	866369	866566	+	198	24	37	36	71	56	47	36	36	35	31
gene1088	CP007536.1	866664	867164	-	501	68	41	48	108	84	101	70	109	118	83
gene1089	CP007536.1	867192	867755	-	564	316	363	241	641	523	651	475	548	504	409
gene1090	CP007536.1	867869	868438	+	570	291	369	319	578	412	336	268	335	287	214
gene1091	CP007536.1	868488	869375	-	888	420	593	459	1112	679	186	160	258	241	181
gene1092	CP007536.1	869657	869914	-	258	256	477	336	625	451	101	102	168	176	139
gene1093	CP007536.1	870599	871387	-	789	443	547	427	908	617	305	252	330	344	242
gene1094	CP007536.1	871850	872521	+	672	194	221	169	298	262	85	107	111	138	80
gene1095	CP007536.1	872715	873050	+	336	15	19	10	27	23	4	11	16	11	6
gene1096	CP007536.1	873047	873202	+	156	3	1	2	14	9	6	3	6	4	2
gene1097	CP007536.1	873439	873591	+	153	15	15	16	24	21	6	6	13	13	9
gene1098	CP007536.1	873758	874345	+	588	30	42	29	52	50	14	9	32	22	17
gene1099	CP007536.1	874604	876364	+	1761	301	397	339	834	494	84	79	108	108	72
gene1100	CP007536.1	876487	876621	-	135	17	12	13	27	21	2	3	4	3	6
gene1101	CP007536.1	876618	876827	-	210	10	19	17	30	30	3	8	6	6	4
gene1102	CP007536.1	877092	878783	+	1692	93	102	96	233	160	89	73	67	72	52
gene1103	CP007536.1	879063	883538	-	4476	1203	1417	1184	2504	1900	953	971	1204	1124	861
gene1104	CP007536.1	883964	885673	-	1710	222	269	206	568	346	119	87	103	104	83
gene1105	CP007536.1	885715	887094	-	1380	216	251	218	498	305	97	80	107	112	71
gene1106	CP007536.1	887426	887920	+	495	80	96	81	201	134	191	155	175	162	128
gene1107	CP007536.1	888001	888186	+	186	36	22	14	84	50	63	74	65	89	61
gene1108	CP007536.1	888212	889411	-	1200	4565	5222	4289	8365	6482	11164	10924	15540	14278	12071
gene1109	CP007536.1	889408	892363	-	2956	3609	4560	3339	6316	4890	5859	6673	10114	9306	8488
gene1110	CP007536.1	892440	892529	-	90	12153	15636	13145	17354	21285	35914	35888	44246	33025	30922
gene1111	CP007536.1	892626	894095	-	1470	2658	3895	2900	5307	5221	5570	5339	7847	7777	5258
gene1112	CP007536.1	894555	894629	-	75	0	0	0	0	0	0	0	0	0	0
gene1113	CP007536.1	894858	896726	+	1869	328	386	300	596	513	487	412	524	452	396
gene1114	CP007536.1	896723	897046	-	324	94	135	107	207	161	139	150	206	203	133
gene1115	CP007536.1	897079	897345	-	267	3	4	6	16	9	9	7	12	9	12
gene1116	CP007536.1	897956	898597	+	642	54	71	59	145	88	107	114	133	101	99
gene1117	CP007536.1	898604	898888	+	285	45	75	57	125	115	65	67	95	73	55
gene1118	CP007536.1	898885	899139	-	255	158	195	160	328	308	281	194	235	202	149
gene1119	CP007536.1	899225	899740	-	516	122	191	140	255	228	137	115	180	185	138
gene1120	CP007536.1	899830	900270	-	441	81	138	95	168	153	56	47	46	50	41
gene1121	CP007536.1	900455	900577	+	123	1	0	0	0	0	0	0	0	2	2
gene1122	CP007536.1	900621	901616	+	996	27	29	27	47	31	24	25	23	34	34
gene1123	CP007536.1	901684	901911	+	228	3	4	4	10	11	6	9	8	10	8
gene1124	CP007536.1	902241	902735	+	495	40	39	39	80	66	127	99	111	76	59
gene1125	CP007536.1	903001	903126	+	126	265	698	493	1161	845	59	62	185	171	126
gene1126	CP007536.1	903141	903680	+	540	3754	5474	4073	9035	7337	442	329	1177	1064	820
gene1127	CP007536.1	903705	904940	-	1236	468	405	364	1058	918	498	309	457	392	258
gene1128	CP007536.1	904982	905380	-	399	17	19	14	42	27	66	47	38	41	24
gene1129	CP007536.1	905385	906143	-	759	15	26	18	47	31	64	59	59	57	30
gene1130	CP007536.1	906209	906610	-	402	25	19	12	49	26	65	47	58	36	43
gene1131	CP007536.1	906604	906675	-	72	0	0	0	1	0	1	0	1	0	0
gene1132	CP007536.1	906718	906801	+	84	3	6	3	5	0	10	7	7	7	8
gene1133	CP007536.1	906837	907226	+	390	43	30	33	104	68	155	117	122	137	109
gene1134	CP007536.1	907226	907540	+	315	10	7	10	28	16	43	30	22	34	26
gene1135	CP007536.1	907600	908463	+	864	92	77	63	175	114	153	113	128	126	99
gene1136	CP007536.1	908635	909192	+	558	69	62	41	118	114	39	32	34	39	34
gene1137	CP007536.1	909195	909788	+	594	42	44	25	66	56	18	19	13	22	12
gene1138	CP007536.1	909821	909988	+	168	20	44	21	70	64	81	58	106	65	37
gene1139	CP007536.1	910000	910713	+	714	569	669	527	1114	857	1186	962	1135	945	802
gene1140	CP007536.1	910703	912154	-	1452	440	567	421	894	701	569	419	523	426	340
gene1141	CP007536.1	912086	912853	+	768	664	973	800	1437	1196	291	179	188	147	110
gene1142	CP007536.1	912920	913108	+	189	57	99	78	138	142	201	175	239	184	118
gene1143	CP007536.1	913171	913713	+	543	93	125	99	237	159	205	165	240	226	158
gene1144	CP007536.1	913710	914033	+	324	42	59	39	105	74	84	52	69	77	58
gene1145	CP007536.1	914248	915201	-	954	108	143	93	241	143	45	58	63	62	38
gene1146	CP007536.1	915235	915450	-	216	34	34	24	67	49	13	12	15	25	3
gene1147	CP007536.1	915680	916192	-	513	51	70	53	105	91	70	91	116	124	78
gene1148	CP007536.1	916348	916938	+	591	195	227	179	302	254	261	216	340	303	246
gene1149	CP007536.1	917109	918572	-	1464	300	394	298	643	527	258	176	205	213	156
gene1150	CP007536.1	918701	918868	+	168	216	325	266	536	361	433	512	618	591	401
gene1151	CP007536.1	919394	919468	-	75	1	3	2	2	1	0	1	6	1	4
gene1152	CP007536.1	919669	920355	-	687	5	7	4	13	8	8	5	12	16	3
gene1153	CP007536.1	920400	920492	-	93	3	2	2	1	2	2	2	0	4	3
gene1154	CP007536.1	920755	920925	-	171	16	16	10	35	19	30	43	37	35	33
gene1155	CP007536.1	921141	922436	-	1296	619	830	621	1402	1156	1284	1147	1387	1263	884
gene1156	CP007536.1	922451	923221	-	771	168	226	152	375	260	363	256	309	242	201
gene1157	CP007536.1	923196	923741	+	546	5692	14340	10282	8641	17154	723	1482	3012	2327	1526
gene1158	CP007536.1	923975	925123	-	1149	256	356	278	573	421	591	507	717	591	530
gene1159	CP007536.1	925217	925375	+	159	94	131	117	226	185	283	276	335	240	187
gene1160	CP007536.1	925391	925783	+	393	1010	1238	949	2531	1741	3524	2361	2714	2452	1776
gene1161	CP007536.1	925795	925938	+	144	76	69	72	176	123	199	161	184	192	133
gene1162	CP007536.1	925925	926119	-	195	110	101	85	238	160	237	236	277	244	151
gene1163	CP007536.1	926156	927127	-	972	885	1158	826	1730	1431	1171	971	1361	1305	975
gene1164	CP007536.1	927223	928578	-	1356	590	847	565	1425	1112	1392	1009	1261	1076	907
gene1165	CP007536.1	928742	929101	-	360	39	44	36	62	45	50	70	64	70	46
gene1166	CP007536.1	929129	929521	-	393	10	27	31	49	25	29	33	48	37	25
gene1167	CP007536.1	929579	929767	-	189	7	5	4	9	9	2	3	5	2	1
gene1168	CP007536.1	929927	930283	-	357	8	4	5	9	4	3	5	7	4	2
gene1169	CP007536.1	930311	930865	+	555	300	403	328	604	467	504	453	675	606	482
gene1170	CP007536.1	930862	932730	-	1869	464	616	454	990	800	1081	543	568	471	322
gene1171	CP007536.1	932732	933907	-	1176	282	391	242	632	498	650	311	321	246	160
gene1172	CP007536.1	933904	934782	-	879	339	517	317	909	709	867	412	477	316	216
gene1173	CP007536.1	934836	935555	-	720	399	648	448	826	624	244	232	298	299	243
gene1174	CP007536.1	935712	936089	+	378	505	550	434	930	754	490	449	708	669	461
gene1175	CP007536.1	936100	936411	-	312	286	426	303	668	494	314	337	427	401	281
gene1176	CP007536.1	936518	937066	+	549	212	264	193	478	317	335	321	433	391	287
gene1177	CP007536.1	937104	937187	-	84	140	195	157	298	193	163	130	140	134	111
gene1178	CP007536.1	937225	938865	-	1641	2046	2778	1826	4157	3244	2554	1930	2348	1974	1543
gene1179	CP007536.1	938982	939110	-	129	8	12	5	12	10	14	20	29	30	7
gene1180	CP007536.1	939181	941190	+	2010	585	905	616	1329	944	1086	866	1097	956	661
gene1181	CP007536.1	941195	944053	+	2859	1179	1421	1095	2486	1852	1443	1250	1629	1483	1028
gene1182	CP007536.1	944055	945662	+	1608	567	698	482	1115	861	595	530	643	675	523
gene1183	CP007536.1	945649	945873	-	225	105	136	107	223	216	160	126	177	171	106
gene1184	CP007536.1	946011	946310	+	300	49	48	49	96	66	59	71	101	88	73
gene1185	CP007536.1	946356	947552	+	1197	230	319	262	534	369	322	241	334	286	248
gene1186	CP007536.1	947576	947713	+	138	32	37	18	58	45	31	19	53	34	17
gene1187	CP007536.1	947710	948195	-	486	17	10	20	33	15	21	13	17	17	20
gene1188	CP007536.1	948183	948434	+	252	101	300	137	201	319	226	324	404	279	184
gene1189	CP007536.1	948368	948475	-	108	1	4	4	13	3	1	2	2	0	2
gene1190	CP007536.1	948544	950169	-	1626	73	113	73	129	106	55	43	59	59	39
gene1191	CP007536.1	950494	951183	-	690	11	12	6	22	13	16	14	16	17	15
gene1192	CP007536.1	951217	951468	+	252	24	20	25	71	29	49	34	33	31	21
gene1193	CP007536.1	951538	951921	+	384	31	36	22	57	45	34	33	37	31	26
gene1194	CP007536.1	952047	952496	-	450	9	2	4	8	12	7	9	7	17	3
gene1195	CP007536.1	952592	952906	+	315	45	76	41	92	76	58	66	63	68	62
gene1196	CP007536.1	953227	954489	-	1263	1333	1751	1290	2868	2386	3160	2503	2727	2444	1698
gene1197	CP007536.1	954479	955654	-	1176	285	323	254	655	506	523	369	430	454	290
gene1198	CP007536.1	955709	956929	-	1221	2649	3895	2679	6574	4980	2408	1676	2180	1878	1349
gene1199	CP007536.1	956975	957283	-	309	228	271	239	578	402	155	183	216	262	194
gene1200	CP007536.1	957371	958630	-	1260	280	321	244	577	471	801	600	699	643	473
gene1201	CP007536.1	958659	959078	-	420	594	658	504	1227	819	640	558	742	638	495
gene1202	CP007536.1	959118	959849	-	732	1479	1841	1444	2829	2153	766	618	805	625	555
gene1203	CP007536.1	959865	960110	-	246	1209	1666	1278	2372	1937	621	690	984	875	729
gene1204	CP007536.1	960143	960856	+	714	423	574	443	850	759	634	460	391	340	238
gene1205	CP007536.1	961055	961240	+	186	67	73	53	152	103	122	139	120	116	88
gene1206	CP007536.1	961248	961826	-	579	741	1066	791	1463	1215	543	570	682	628	514
gene1207	CP007536.1	961932	962651	+	720	592	758	576	1095	924	804	622	519	459	282
gene1208	CP007536.1	962694	963131	+	438	47	58	43	107	70	47	47	46	49	41
gene1209	CP007536.1	963223	963858	+	636	25	34	29	62	42	13	30	27	29	18
gene1210	CP007536.1	963855	964370	+	516	231	296	229	489	427	210	122	158	164	105
gene1211	CP007536.1	964367	965464	-	1098	100	120	72	194	165	192	186	229	184	127
gene1212	CP007536.1	965561	966025	-	465	294	464	340	623	474	1019	801	804	733	550
gene1213	CP007536.1	965991	966149	-	159	2	3	2	4	5	4	11	7	8	5
gene1214	CP007536.1	966205	966381	+	177	6	12	10	16	14	18	16	25	19	12
gene1215	CP007536.1	966428	966640	+	213	57	57	51	114	118	148	135	175	139	137
gene1216	CP007536.1	967005	967361	+	357	48	91	74	114	112	59	68	89	65	62
gene1217	CP007536.1	967358	967519	-	162	9	9	3	8	6	8	10	13	13	7
gene1218	CP007536.1	967704	968144	-	441	22	12	9	29	22	15	21	25	30	12
gene1219	CP007536.1	968376	968450	-	75	55	64	53	69	67	95	90	76	90	70
gene1220	CP007536.1	968499	969191	-	693	850	1151	879	1692	1426	1768	1531	1943	1688	1254
gene1221	CP007536.1	969594	969712	+	119	2	4	5	6	4	13	8	18	7	3
gene1222	CP007536.1	969934	970146	+	213	15	29	23	42	18	16	22	22	27	18
gene1223	CP007536.1	970335	970697	+	363	267	462	308	700	512	215	202	257	221	171
gene1224	CP007536.1	970871	971179	-	309	103	77	71	148	139	111	77	91	88	53
gene1225	CP007536.1	971348	971524	+	177	2	1	0	3	1	1	2	4	2	4
gene1226	CP007536.1	971992	972543	+	552	6	12	12	19	21	6	7	13	12	9
gene1227	CP007536.1	972850	973413	-	564	515	710	546	833	873	516	568	511	609	461
gene1228	CP007536.1	973940	974803	+	864	570	644	549	1261	927	934	737	1035	855	691
gene1229	CP007536.1	974951	976462	-	1512	489	575	403	1006	744	1768	1270	1774	1613	1152
gene1230	CP007536.1	976479	978542	-	2064	876	897	737	1700	1368	3030	2163	2717	2517	1718
gene1231	CP007536.1	978526	980289	-	1764	792	846	649	1727	1271	2223	1580	2109	1853	1334
gene1232	CP007536.1	980310	980612	-	303	159	221	162	412	291	504	365	462	368	274
gene1233	CP007536.1	980609	981133	-	525	397	341	314	705	533	1092	726	873	810	618
gene1234	CP007536.1	981126	981626	-	501	255	322	237	529	450	771	588	679	616	462
gene1235	CP007536.1	981623	982888	-	1266	669	589	478	1283	1171	1505	1105	1401	1331	1039
gene1236	CP007536.1	982891	984051	-	1161	950	912	750	1853	1614	2027	1632	2072	1823	1285
gene1237	CP007536.1	984061	984732	-	672	421	437	391	945	679	805	661	943	786	552
gene1238	CP007536.1	984734	985255	-	522	1033	1263	980	2248	1522	1797	1599	1907	1734	1280
gene1239	CP007536.1	985332	985715	-	384	114	107	108	258	208	253	226	296	284	181
gene1240	CP007536.1	986089	986721	-	633	199	260	197	390	271	90	73	104	105	89
gene1241	CP007536.1	986728	987513	-	786	186	192	159	329	219	70	78	99	64	64
gene1242	CP007536.1	987693	987836	-	144	1	6	3	9	3	8	11	16	20	7
gene1243	CP007536.1	988023	989267	-	1245	251	254	183	487	363	452	332	394	367	301
gene1244	CP007536.1	989239	990570	-	1332	379	473	327	818	621	838	574	672	592	406
gene1245	CP007536.1	990573	991970	-	1398	528	759	492	1255	892	1430	1041	1109	1003	780
gene1246	CP007536.1	992142	993479	+	1338	558	788	545	1224	992	297	270	239	201	139
gene1247	CP007536.1	993482	993892	-	411	33	55	38	114	70	91	103	114	77	58
gene1248	CP007536.1	993918	994616	-	699	60	82	68	95	77	64	34	50	56	46
gene1249	CP007536.1	994837	995847	+	1011	140	203	151	355	261	273	246	313	278	187
gene1250	CP007536.1	995884	996357	+	474	202	309	203	447	340	321	268	329	285	202
gene1251	CP007536.1	996337	996762	-	426	317	457	296	776	621	440	420	484	449	319
gene1252	CP007536.1	997069	997156	-	88	3	3	2	4	1	2	0	5	10	4
gene1253	CP007536.1	997325	997561	+	237	115	127	111	315	185	242	281	331	307	228
gene1254	CP007536.1	997601	998854	+	1254	1157	1552	1103	2508	1898	2514	2025	2410	1965	1676
gene1255	CP007536.1	998851	999564	+	714	1883	2550	1848	3775	3206	4300	3737	4552	3963	3022
gene1256	CP007536.1	999620	999997	-	378	153	113	112	307	240	308	271	273	312	219
gene1257	CP007536.1	999997	1000470	-	474	78	108	81	188	137	195	115	141	131	81
gene1258	CP007536.1	1000916	1001785	+	870	400	529	422	938	714	707	556	753	688	500
gene1259	CP007536.1	1001782	1002777	+	996	777	1069	736	1794	1317	1217	840	1132	1021	860
gene1260	CP007536.1	1002792	1003802	-	1011	184	245	154	381	346	261	240	252	230	181
gene1261	CP007536.1	1003882	1004817	+	936	1059	1782	1412	2779	1724	1406	1108	1591	1209	781
gene1262	CP007536.1	1004819	1005559	+	741	558	824	691	1550	1014	654	570	821	606	379
gene1263	CP007536.1	1005556	1006410	+	855	665	789	673	1887	1260	664	535	804	674	515
gene1264	CP007536.1	1006407	1007693	+	1287	694	544	387	1766	1384	722	599	875	877	558
gene1265	CP007536.1	1007625	1008722	-	1098	237	296	192	550	470	413	277	354	297	269
gene1266	CP007536.1	1008773	1009852	-	1080	150	245	180	368	276	273	263	370	297	236
gene1267	CP007536.1	1009994	1012252	-	2259	472	803	497	1131	771	360	275	316	275	264
gene1268	CP007536.1	1012461	1012988	+	528	56	77	58	136	105	104	101	82	92	51
gene1269	CP007536.1	1012985	1013080	-	96	0	0	0	0	0	0	0	0	0	0
gene1270	CP007536.1	1013019	1014164	+	1146	1264	1608	1151	2511	2093	3158	2443	2794	2484	1766
gene1271	CP007536.1	1014291	1014407	+	117	25	15	23	37	32	38	23	37	25	18
gene1272	CP007536.1	1014417	1014737	+	321	30	18	28	51	32	64	50	60	47	46
gene1273	CP007536.1	1014844	1015761	+	918	6	6	12	21	11	13	17	15	10	17
gene1274	CP007536.1	1015649	1015861	-	213	8	6	8	15	14	14	9	18	16	5
gene1275	CP007536.1	1016028	1016273	-	246	7	6	7	26	10	22	8	26	24	8
gene1276	CP007536.1	1016526	1017239	+	714	443	561	419	1017	728	253	189	221	188	136
gene1277	CP007536.1	1017252	1017911	+	660	570	630	489	1257	841	283	220	265	275	180
gene1278	CP007536.1	1018004	1018348	-	345	11	7	12	22	18	14	9	17	12	7
gene1279	CP007536.1	1018790	1019614	-	825	83	98	96	202	143	109	90	127	130	91
gene1280	CP007536.1	1020091	1020666	+	576	16	19	16	39	28	25	26	37	30	27
gene1281	CP007536.1	1020710	1021432	-	723	10	6	6	20	7	17	9	24	14	10
gene1282	CP007536.1	1021868	1022605	+	738	1380	1895	1375	2649	2234	3536	2875	3511	3319	2368
gene1283	CP007536.1	1022675	1023025	+	351	2540	3479	2446	4346	3840	2403	2303	2749	2817	1975
gene1284	CP007536.1	1023123	1023845	+	723	149	105	84	273	194	117	106	121	115	82
gene1285	CP007536.1	1023842	1024387	+	546	21	29	22	47	35	22	26	27	26	24
gene1286	CP007536.1	1024415	1025935	-	1521	174	218	172	403	314	251	187	246	204	139
gene1287	CP007536.1	1026076	1026747	-	672	55	80	44	110	73	67	50	68	60	44
gene1288	CP007536.1	1027096	1027284	-	189	5	3	3	8	3	4	3	0	0	0
gene1289	CP007536.1	1027449	1027712	-	264	41	52	39	95	47	16	18	28	29	33
gene1290	CP007536.1	1027853	1029340	-	1488	413	729	495	941	695	220	300	651	870	903
gene1291	CP007536.1	1029405	1029863	+	459	45	103	63	101	73	33	30	47	42	34
gene1292	CP007536.1	1030023	1030334	+	312	16	12	11	21	9	5	9	8	7	3
gene1293	CP007536.1	1030989	1032128	+	1140	7082	8506	6149	12325	10386	588	456	577	550	419
gene1294	CP007536.1	1032174	1033295	+	1122	2047	2584	1973	3471	2583	928	873	1110	1145	1034
gene1295	CP007536.1	1033611	1033692	+	82	13	15	14	36	22	16	21	30	15	11
gene1296	CP007536.1	1033731	1034042	+	312	141	178	141	366	251	346	246	313	288	178
gene1297	CP007536.1	1034042	1034875	+	834	225	201	141	435	311	394	276	316	279	202
gene1298	CP007536.1	1035076	1036329	-	1254	1731	2640	1813	3815	2887	2668	2298	3073	2693	2138
gene1299	CP007536.1	1036389	1036742	-	354	82	128	91	201	131	111	103	137	132	82
gene1300	CP007536.1	1036777	1037418	-	642	59	124	73	170	134	81	79	136	114	96
gene1301	CP007536.1	1037522	1038031	+	510	48	75	53	141	83	156	103	138	115	66
gene1302	CP007536.1	1038028	1038441	+	414	26	34	28	50	45	88	46	65	58	38
gene1303	CP007536.1	1038438	1039211	-	774	36	34	22	55	34	126	84	74	75	67
gene1304	CP007536.1	1039505	1040410	+	906	37019	51773	35996	77219	59477	4915	6097	9236	8777	7867
gene1305	CP007536.1	1040495	1041913	+	1419	300	291	249	613	528	417	252	363	276	220
gene1306	CP007536.1	1041956	1042822	+	867	389	469	329	777	624	1156	880	1005	730	528
gene1307	CP007536.1	1042851	1043657	+	807	86	77	72	138	151	173	173	178	168	111
gene1308	CP007536.1	1043713	1044072	+	360	47	81	46	120	107	129	123	160	119	105
gene1309	CP007536.1	1044081	1044803	-	723	204	193	162	338	295	326	212	246	255	189
gene1310	CP007536.1	1044805	1045725	-	921	323	443	293	608	587	940	722	692	542	363
gene1311	CP007536.1	1045869	1046654	+	786	468	552	409	832	715	337	303	401	341	217
gene1312	CP007536.1	1046673	1049285	-	2613	479	500	364	1068	875	369	293	350	325	240
gene1313	CP007536.1	1049209	1049790	-	582	112	150	81	265	170	88	49	56	54	37
gene1314	CP007536.1	1049917	1050993	+	1077	54	84	56	134	109	66	45	49	43	39
gene1315	CP007536.1	1051060	1052016	+	957	157	253	176	361	280	135	163	191	160	116
gene1316	CP007536.1	1052305	1052787	+	483	64	65	36	122	71	108	94	85	100	57
gene1317	CP007536.1	1052833	1053201	+	369	33	38	25	66	59	58	43	60	58	54
gene1318	CP007536.1	1053304	1054704	+	1401	4234	5365	3646	8100	5792	2227	2151	3255	2675	2328
gene1319	CP007536.1	1054745	1056166	+	1422	2124	2574	1727	4276	3003	1591	1277	1990	1838	1418
gene1320	CP007536.1	1056176	1056499	+	324	245	248	182	469	339	282	239	266	267	227
gene1321	CP007536.1	1056504	1057751	+	1248	1477	1760	1359	3204	2279	1829	1508	2127	2018	1633
gene1322	CP007536.1	1057748	1058176	+	429	791	963	775	1679	1239	980	765	955	938	658
gene1323	CP007536.1	1058180	1058524	+	345	448	463	342	796	576	448	378	482	388	328
gene1324	CP007536.1	1058598	1059296	+	699	181	182	135	329	266	256	231	251	246	191
gene1325	CP007536.1	1059293	1059622	-	330	213	184	141	390	343	324	220	278	283	197
gene1326	CP007536.1	1059625	1061079	-	1455	2997	3927	2880	6216	5174	4337	3093	3811	3370	2548
gene1327	CP007536.1	1061178	1061894	+	717	74	99	90	172	123	150	80	120	109	70
gene1328	CP007536.1	1061907	1062221	+	315	32	80	79	105	98	110	102	126	92	61
gene1329	CP007536.1	1062177	1062608	-	432	50	58	38	93	80	121	88	107	85	60
gene1330	CP007536.1	1062634	1064040	-	1407	292	294	213	566	483	538	426	522	506	361
gene1331	CP007536.1	1064182	1064928	+	747	1019	1563	1121	2329	2035	2142	1336	1449	1204	883
gene1332	CP007536.1	1064953	1066074	+	1122	702	857	664	1615	1274	1142	836	968	898	636
gene1333	CP007536.1	1066071	1066457	-	387	90	104	71	156	156	178	195	181	170	120
gene1334	CP007536.1	1066529	1067572	-	1044	59	101	88	145	126	91	53	88	71	68
gene1335	CP007536.1	1067681	1068100	+	420	25	33	31	57	58	56	37	38	57	36
gene1336	CP007536.1	1068188	1069846	-	1659	34	30	32	70	42	36	34	31	34	19
gene1337	CP007536.1	1069881	1070066	-	186	2	11	7	8	8	8	9	10	8	6
gene1338	CP007536.1	1070143	1070844	-	702	89	195	134	210	242	176	176	164	153	111
gene1339	CP007536.1	1070953	1071237	-	285	13	15	14	20	16	24	20	22	28	23
gene1340	CP007536.1	1071445	1072095	+	651	19	24	22	43	31	23	25	27	19	20
gene1341	CP007536.1	1072153	1072830	-	678	27	28	20	60	39	32	22	35	47	23
gene1342	CP007536.1	1072911	1073378	-	468	32	26	20	41	45	25	24	26	22	22
gene1343	CP007536.1	1073388	1073957	-	570	17	21	19	37	24	26	20	21	17	11
gene1344	CP007536.1	1073960	1074517	-	558	6	15	15	29	13	16	13	18	8	9
